ID;Zona Urbana/Rural;Usuário;Você tem título de eleitor e vota em Itaíba?;Em qual localidade você mora?;Sexo;Idade;Escolaridade;Renda da Família;Vamos começar a pesquisa. Por favor, reflita. Neste ano, 2024, terá eleição para Prefeitura de Itaíba. Você já tem candidato?;Se sim, quem?;Considerando opções, se os candidatos forem estes, em quem você votaria?;E, considerando estas diferentes opções, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;Na sua opinião, qual seria o candidato a vice-prefeito ideal para Rogéria Martins?;Mudando de assunto. Na sua opinião, a Prefeita de Itaíba, Regina da Saúde, está realizando uma administração:;5 ̊) De um modo geral, você aprova ou desaprova a gestão da Prefeita de Itaíba, Regina da Saúde?;Em relação ao Governo Estadual, a governadora Raquel Lyra, está realizando uma administração:;Em relação ao Governo Federal, o presidente Lula, está realizando uma administração:;Agora, sobre as dificuldades do dia a dia, na sua opinião, qual é o principal problema de Itaíba?;Agora, avalie cada área do município entre ótimo, bom, regular, ruim ou péssimo: Saúde;Educação;Segurança;Limpeza;Calçamento/Estradas;Iluminação Pública;Assistência Social/Ação Social;Transporte (Carro da Saúde/Escolar);Lazer (Festas, Incentivo a Cultura, Esportes);Agricultura (Apoio ao Produtor Rural);Abastecimento de Água;Na sua opinião, qual obra ou ação você gostaria que fosse realizada pelo próximo prefeito(a) de Itaíba?;Ainda sobre política, reflita. Qual o vereador mais atuante/que mais trabalha por Itaíba?;Para cada um desses nomes, diga se VOTARIA COM CERTEZA, PODERIA VOTAR, NÃO VOTARIA DE JEITO NENHUM ou NÃO CONHECE O SUFICIENTE PARA OPINAR: Rogéria Martins;Pedro Pilota;Valdo do Pipa;Por último, reflita. Você votaria num candidato(a) apoiado pela atual prefeita Regina da Saúde?
71;Zona Rural;Andrynnes ;Sim;Povoado Jirau;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Regular;Aprova;Regular;Ótima;Saúde;Ruim;Regular;Regular;Bom;Ruim;Regular;Regular;Regular;Bom;Não sabe/Não respondeu;Regular;Melhorias e novos postos de saúde;Nenhum;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
72;Zona Rural;Arthur;Sim;Povoado Jirau;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ótima;Saúde;Péssimo;Bom;Regular;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Regular;Melhorias e novos postos de saúde;Nenhum;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
73;Zona Rural;Arthur;Sim;Povoado Jirau;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Aprova;Ótima;Ótima;Segurança;Bom;Bom;Péssimo;Bom;Regular;Bom;Bom;Regular;Bom;Regular;Bom;Investir mais em segurança;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Depende do candidato
74;Zona Rural;Arthur;Sim;Povoado Jirau;Feminino;25 a 34 anos;Até a faculdade ou mais;Prefere não responder;Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ótima;Segurança;Bom;Bom;Péssimo;Bom;Bom;Regular;Bom;Regular;Regular;Regular;Ótimo;Investir mais em segurança;Nenhum;Poderia votar;Poderia votar;Poderia votar;Não votaria
75;Zona Rural;Arthur;Sim;Povoado Jirau;Masculino;34 a 44 anos;Até a faculdade ou mais;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Boa;Segurança;Regular;Bom;Péssimo;Bom;Regular;Bom;Bom;Bom;Bom;Bom;Bom;Investir mais em segurança;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
76;Zona Rural;Arthur;Sim;Povoado Jirau;Masculino;34 a 44 anos;Até a faculdade ou mais;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Aprova;Regular;Ótima;Saúde;Péssimo;Bom;Bom;Regular;Regular;Bom;Bom;Regular;Regular;Regular;Ótimo;Melhorias e novos postos de saúde;Jorge do Cachorro Quente;Poderia votar;Não votaria de jeito nenhum;Votaria com certeza;Não sabe/Não respondeu
82;Zona Urbana;Rochelle ;Sim;Centro;Masculino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Ruim;Desaprova;Regular;Regular;Segurança;Regular;Ruim;Ruim;Regular;Péssimo;Bom;Regular;Ruim;Ruim;Péssimo;Péssimo;Investir mais em saneamento;Marcelo Pilota;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria
83;Zona Urbana;Rochelle ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ótima;Saneamento Básico;Bom;Bom;Regular;Regular;Ruim;Bom;Regular;Regular;Bom;Não sabe/Não respondeu;Bom;Calçamento de Ruas;Jorge do Cachorro Quente;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
84;Zona Urbana;Paula;Sim;Centro;Masculino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Não sabe/Não respondeu;Desaprova;Péssima;Ruim;Geração de Emprego e Renda;Regular;Regular;Regular;Bom;Péssimo;Bom;Não sabe/Não respondeu;Bom;Não sabe/Não respondeu;Não sabe/Não respondeu;Regular;Abastecimento de Água;Não sabe/Não respondeu;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não sabe/Não respondeu
85;Zona Urbana;Paula;Sim;Centro;Masculino;60 anos ou mais;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Ótima;Abastecimento de Água;Bom;Bom;Regular;Ótimo;Regular;Bom;Bom;Bom;Bom;Regular;Péssimo;Abastecimento de Água;Jessé;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
88;Zona Urbana;Paula;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Aprova;Boa;Ruim;Geração de Emprego e Renda;Bom;Bom;Bom;Bom;Ruim;Ruim;Bom;Regular;Ruim;Bom;Bom;Calçamento de Ruas;Não sabe/Não respondeu;Poderia votar;Poderia votar;Votaria com certeza;Sim, votaria
89;Zona Urbana;Paula;Sim;Centro;Feminino;34 a 44 anos;Até o ensino fundamental;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Regular;Não sabe/Não respondeu;Regular;Boa;Estradas/Calçamento/Asfalto;Bom;Bom;Ruim;Bom;Péssimo;Regular;Bom;Bom;Ruim;Ruim;Bom;Manutenção das Estradas;Não sabe/Não respondeu;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
90;Zona Urbana;Paula;Sim;Centro;Feminino;25 a 34 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Não sabe/Não respondeu;Regular;Saúde;Ruim;Bom;Regular;Bom;Regular;Bom;Ruim;Ruim;Regular;Regular;Ruim;Manutenção das Estradas;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
91;Zona Urbana;Paula;Sim;Centro;Feminino;34 a 44 anos;Até o ensino fundamental;Prefere não responder;Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Regular;Desaprova;Péssima;Regular;Saúde;Regular;Bom;Regular;Regular;Péssimo;Regular;Péssimo;Bom;Ruim;Não sabe/Não respondeu;Ruim;Calçamento de Ruas;Não sabe/Não respondeu;Poderia votar;Não sabe/Não respondeu;Não conhece o suficiente;Não sabe/Não respondeu
93;Zona Urbana;Paula;Sim;Centro;Feminino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Não sabe/Não respondeu;Regular;Boa;Abastecimento de Água;Regular;Não sabe/Não respondeu;Regular;Bom;Regular;Bom;Não sabe/Não respondeu;Bom;Ruim;Bom;Péssimo;Atrair empresas e gerar empregos;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
98;Zona Urbana;Paula;Sim;Centro;Masculino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Regular;Péssima;Nenhum;Bom;Bom;Ruim;Regular;Péssimo;Bom;Bom;Ótimo;Regular;Bom;Péssimo;Melhorar assistência social;Lula do Doce;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
104;Zona Urbana;Paula;Sim;Centro;Masculino;60 anos ou mais;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Ruim;Regular;Geração de Emprego e Renda;Bom;Bom;Bom;Bom;Bom;Bom;Não sabe/Não respondeu;Não sabe/Não respondeu;Bom;Não sabe/Não respondeu;Bom;Manutenção das Estradas;Nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
105;Zona Urbana;Paula;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Não sabe/Não respondeu;Ruim;Regular;Saúde;Péssimo;Regular;Bom;Bom;Regular;Bom;Bom;Bom;Bom;Regular;Bom;Não sabe/Não respondeu;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
106;Zona Urbana;Paula;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Prefere não responder;Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Boa;Desaprova;Ótima;Ótima;Esportes;Bom;Bom;Péssimo;Bom;Ruim;Bom;Bom;Bom;Péssimo;Ruim;Bom;Recuperação e mais Praças;Nenhum;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria
108;Zona Urbana;Paula;Sim;Centro;Masculino;25 a 34 anos;Até o ensino médio;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Boa;Boa;Nenhum;Bom;Bom;Bom;Bom;Regular;Bom;Bom;Bom;Péssimo;Péssimo;Ruim;Incentivo a esportes;Nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
109;Zona Urbana;agatha ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Valdo do Pipa;Pedro Pilota;Pedro Pilota;;Ótima;Desaprova;Boa;Ótima;Abastecimento de Água;Ótimo;Regular;Regular;Bom;Regular;Bom;Ótimo;Bom;Bom;Bom;Ruim;Não sabe/Não respondeu;Nenhum;Não votaria de jeito nenhum;Votaria com certeza;Poderia votar;Sim, votaria
112;Zona Urbana;agatha ;Sim;Centro;Masculino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Pedro Pilota;;Ótima;Aprova;Regular;Regular;Nenhum;Bom;Bom;Regular;Regular;Regular;Bom;Regular;Bom;Regular;Regular;Bom;Não sabe/Não respondeu;Nenhum;Poderia votar;Poderia votar;Votaria com certeza;Depende do candidato
116;Zona Urbana;agatha ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Pedro Pilota;;Boa;Desaprova;Boa;Boa;Estradas/Calçamento/Asfalto;Bom;Bom;Péssimo;Bom;Péssimo;Ruim;Bom;Bom;Ruim;Não sabe/Não respondeu;Ruim;Calçamento de Ruas;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Poderia votar;Votaria com certeza;Depende do candidato
119;Zona Urbana;agatha ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;Valdo do Pipa;Nenhum/Branco/Nulo;;Regular;Desaprova;Regular;Ruim;Educação;Péssimo;Regular;Ruim;Ruim;Ruim;Regular;Bom;Regular;Regular;Regular;Ruim;Atrair empresas e gerar empregos;Não sabe/Não respondeu;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Depende do candidato
124;Zona Urbana;agatha ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Regular;Desaprova;Péssima;Regular;Saúde;Péssimo;Bom;Regular;Regular;Péssimo;Regular;Regular;Ruim;Regular;Regular;Ruim;Melhorias no Hospital;Nenhum;Poderia votar;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
127;Zona Urbana;agatha ;Sim;Centro;Masculino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;Não sabe/Não respondeu;;Ótima;Aprova;Regular;Boa;Geração de Emprego e Renda;Bom;Bom;Bom;Bom;Ruim;Bom;Bom;Bom;Bom;Bom;Bom;Manutenção das Estradas;Dinha;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
128;Zona Urbana;agatha ;Sim;Centro;Masculino;16 a 24 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Valdo do Pipa;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Ruim;Ótima;Geração de Emprego e Renda;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Atrair empresas e gerar empregos;Dinha;Não votaria de jeito nenhum;Votaria com certeza;Poderia votar;Sim, votaria
129;Zona Urbana;agatha ;Sim;Centro;Feminino;60 anos ou mais;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Rogéria Martins;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Ruim;Ótima;Geração de Emprego e Renda;Bom;Regular;Regular;Bom;Regular;Regular;Regular;Ruim;Regular;Regular;Ótimo;Atrair empresas e gerar empregos;Dinha;Poderia votar;Poderia votar;Poderia votar;Sim, votaria
130;Zona Urbana;agatha ;Sim;Centro;Feminino;16 a 24 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Regular;Desaprova;Regular;Regular;Nenhum;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Calçamento de Ruas;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
135;Zona Rural;Arthur;Sim;Sítio Lagoinha;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Ótima;Ótima;Segurança;Regular;Bom;Péssimo;Bom;Bom;Ótimo;Bom;Regular;Regular;Regular;Bom;Investir mais em segurança;Jorge do Cachorro Quente;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
137;Zona Urbana;Luciana ;Sim;Centro;Masculino;25 a 34 anos;Até a faculdade ou mais;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Regular;Aprova;Regular;Regular;Moradia;Bom;Ótimo;Regular;Regular;Ruim;Ruim;Péssimo;Bom;Não sabe/Não respondeu;Regular;Bom;Programas de Moradias;Nenhum;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
138;Zona Urbana;Luciana ;Sim;Centro;Feminino;60 anos ou mais;Até o ensino fundamental;De 2 a 5 salários mínimos (de R$2.824,00 a R$7.060,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Valdo do Pipa;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Não sabe/Não respondeu;Ótima;Lazer;Ótimo;Ótimo;Regular;Bom;Regular;Bom;Bom;Bom;Ruim;Não sabe/Não respondeu;Bom;Investir mais em saneamento;Nenhum;Não votaria de jeito nenhum;Votaria com certeza;Poderia votar;Sim, votaria
139;Zona Urbana;Luciana ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Valdo do Pipa;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Ruim;Ótima;Infraestrutura;Bom;Ótimo;Ruim;Bom;Ruim;Bom;Ótimo;Bom;Ruim;Regular;Bom;Resgatar Festa do Leite;Jessé;Não votaria de jeito nenhum;Votaria com certeza;Poderia votar;Sim, votaria
142;Zona Urbana;Rochelle ;Sim;Centro;Masculino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Ruim;Ótima;Geração de Emprego e Renda;Bom;Bom;Regular;Bom;Bom;Bom;Bom;Bom;Bom;Não sabe/Não respondeu;Bom;Investir mais em segurança;Lula do Doce;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria
143;Zona Urbana;Rochelle ;Sim;Centro;Feminino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Ótima;Geração de Emprego e Renda;Regular;Bom;Regular;Bom;Ruim;Bom;Regular;Bom;Regular;Não sabe/Não respondeu;Regular;Atrair empresas e gerar empregos;Jessé;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria
144;Zona Urbana;Wenia ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Valdo do Pipa;Pedro Pilota;Pedro Pilota;;Ótima;Aprova;Regular;Ótima;Não sabe/Não respondeu;Ótimo;Ótimo;Ótimo;Regular;Ótimo;Ótimo;Regular;Ótimo;Regular;Regular;Ótimo;Não sabe/Não respondeu;Não sabe/Não respondeu;Não votaria de jeito nenhum;Votaria com certeza;Poderia votar;Sim, votaria
146;Zona Urbana;Wenia ;Sim;Centro;Masculino;45 a 59 anos;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Regular;Aprova;Regular;Ótima;Nenhum;Regular;Regular;Bom;Regular;Bom;Bom;Regular;Regular;Regular;Regular;Péssimo;Melhorias no Hospital;Não sabe/Não respondeu;Poderia votar;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
148;Zona Urbana;Wenia ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Regular;Aprova;Regular;Regular;Limpeza;Regular;Ruim;Ruim;Péssimo;Regular;Bom;Ruim;Ruim;Regular;Regular;Bom;Atrair empresas e gerar empregos;Jessé;Não votaria de jeito nenhum;Votaria com certeza;Votaria com certeza;Sim, votaria
151;Zona Urbana;Wenia ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Prefere não responder;Sim;Pedro Pilota;Pedro Pilota;Pedro Pilota com o apoio da prefeita Regina da Saúde;Nenhum/Branco/Nulo;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Ótima;Saúde;Ótimo;Ótimo;Regular;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Melhorias e novos postos de saúde;Essio Tenório;Não votaria de jeito nenhum;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
154;Zona Urbana;Wenia ;Sim;Centro;Masculino;34 a 44 anos;Até a faculdade ou mais;De 2 a 5 salários mínimos (de R$2.824,00 a R$7.060,00);Sim;Rogéria Martins;Rogéria Martins;Pedro Pilota com o apoio da prefeita Regina da Saúde;Rogéria Martins;Pedro Pilota;Pedro Pilota;;Boa;Aprova;Regular;Regular;Estradas/Calçamento/Asfalto;Regular;Bom;Ruim;Bom;Péssimo;Ruim;Regular;Bom;Péssimo;Regular;Regular;Incentivo a esportes;Jessé;Não votaria de jeito nenhum;Poderia votar;Não votaria de jeito nenhum;Sim, votaria
157;Zona Urbana;Wenia ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Prefere não responder;Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Ótima;Aprova;Regular;Ótima;Não sabe/Não respondeu;Ótimo;Ótimo;Bom;Bom;Regular;Regular;Regular;Regular;Regular;Bom;Bom;Não sabe/Não respondeu;Jessé;Poderia votar;Poderia votar;Votaria com certeza;Sim, votaria
160;Zona Urbana;Wenia ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Pedro Pilota;;Ótima;Aprova;Regular;Regular;Geração de Emprego e Renda;Ótimo;Bom;Bom;Bom;Bom;Ruim;Regular;Regular;Ruim;Regular;Regular;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Poderia votar;Poderia votar;Sim, votaria
162;Zona Urbana;Wenia ;Sim;Centro;Masculino;16 a 24 anos;Até o ensino fundamental;Prefere não responder;Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Regular;Aprova;Regular;Regular;Estradas/Calçamento/Asfalto;Regular;Bom;Regular;Regular;Ruim;Regular;Regular;Bom;Regular;Regular;Bom;Calçamento de Ruas;Não sabe/Não respondeu;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Votaria com certeza;Não votaria
166;Zona Urbana;Wenia ;Sim;Centro;Masculino;25 a 34 anos;Até o ensino fundamental;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Nenhum/Branco/Nulo;;Ótima;Aprova;Ótima;Ótima;Nenhum;Regular;Regular;Regular;Regular;Péssimo;Regular;Ruim;Péssimo;Regular;Regular;Péssimo;Creche;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Sim, votaria
169;Zona Urbana;Wenia ;Sim;Centro;Feminino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Nenhum/Branco/Nulo;;Regular;Aprova;Ótima;Regular;Saneamento Básico;Ótimo;Bom;Regular;Ótimo;Péssimo;Regular;Regular;Regular;Regular;Regular;Péssimo;Investir mais em saneamento;Jorge do Cachorro Quente;Votaria com certeza;Votaria com certeza;Votaria com certeza;Sim, votaria
